question_index,question,rrf_rank,rrf_score,redis_key,chunk_id,chunk_index,corpus_chunk_index,source,source_type,retrieval_sources,dense_rank,bm25_rank,content
18,我在吃格列美脲的时候饮食要注意什么,3,0.027651515151515153,bge_m3:764,临床营养网#2,2,764,临床营养网,gongzhonghao,dense|sparse,20,6,。举个例子，喝车不开酒，开酒不喝车＠(￣-￣)＠，这是大家的共识，吃抗生素的时候也不能喝酒，这个现在相信大家也都有很强的意识了（至少药酱的粉丝我有信心）。用药后若饮酒，会抑制肝脏中的乙醛脱氢酶，使乙醇在体内氧化为乙醛后不能再继续被分解氧化，从而导致乙醛在体内大量蓄积……可产生“乙醛蓄积综合征”，表现为恶心、呕吐、剧烈头痛、颜面赤红，呼吸困难，低血压等。此处传送门→这里有一封酒与药的情书，详细描述了他们的爱恨情仇。在服用安定、利眠宁等镇静安眠药时，不宜同时饮酒，以免增加中枢抑制作用，发生过度抑制甚至猝死。食物到底对药物干了什么？（怒摔！😡快来围观！“负心汉”的大型翻车现场）进食本身就会影响部分口服用药的吸收。食物或营养素（内什么，服药期间千万别乱加保健品好么~）可直接与药物结合、吸附、或通过影响胃肠道内pH、胃排空等，影响药物的吸收。药物的本质是化学物质，那么用药时有必要根据药物的理化性质、吸收部位恰当选择食物。务必仔细阅读用药说明书【相互作用】一栏，合理安排进食时间和进食量，以期达到最佳药物吸收。如果你吃的是高脂肪食物：啥意思呢，简单的说，就是你在家做了三斤五花三层的红烧肉，隔壁小孩都馋哭了你也没分他一块，而是自己全吃了，这就是你进食高脂肪食物的过程，那么今天如果你吃了灰黄霉素和其它脂溶性抗生素，你吃的脂肪食物可促进这类脂溶性抗生素的吸收，也可降低某些其他药物的吸收(如铁剂)。 如果你吃的是高蛋白食物：高蛋白饮食可使左旋多巴的吸收减少。高蛋白饮食可与药物竞争蛋白结合位点而导致左旋多巴、甲基多巴等药物吸收减少
18,我在吃格列美脲的时候饮食要注意什么,4,0.027650648360030512,bge_m3:772,临床营养网#10,10,772,临床营养网,gongzhonghao,dense|sparse,9,16,。此处传送门→这里有一封酒与药的情书，详细描述了他们的爱恨情仇。在服用安定、利眠宁等镇静安眠药时，不宜同时饮酒，以免增加中枢抑制作用，发生过度抑制甚至猝死。食物到底对药物干了什么？（怒摔！😡快来围观！“负心汉”的大型翻车现场）进食本身就会影响部分口服用药的吸收。食物或营养素（内什么，服药期间千万别乱加保健品好么~）可直接与药物结合、吸附、或通过影响胃肠道内pH、胃排空等，影响药物的吸收。药物的本质是化学物质，那么用药时有必要根据药物的理化性质、吸收部位恰当选择食物。务必仔细阅读用药说明书【相互作用】一栏，合理安排进食时间和进食量，以期达到最佳药物吸收。如果你吃的是高脂肪食物：啥意思呢，简单的说，就是你在家做了三斤五花三层的红烧肉，隔壁小孩都馋哭了你也没分他一块，而是自己全吃了，这就是你进食高脂肪食物的过程，那么今天如果你吃了灰黄霉素和其它脂溶性抗生素，你吃的脂肪食物可促进这类脂溶性抗生素的吸收，也可降低某些其他药物的吸收(如铁剂)。 如果你吃的是高蛋白食物：高蛋白饮食可使左旋多巴的吸收减少。高蛋白饮食可与药物竞争蛋白结合位点而导致左旋多巴、甲基多巴等药物吸收减少。如果你吃的是高糖食物：我懂得，高糖食物使人快乐，又有谁能抵挡住它们的诱惑呢，呵，来一块巧克力，来一杯热可可，来一块枣糕，来一个泡芙。糖皮质激素能增加肝糖原分解，使血糖升高，故应用糖皮质激素时，应限制糖的摄入量，以低糖饮食为好。以为经历了吸收环节，药物顺利进入血液的大江大河了么？哼哼，接下来，食物对药物代谢的影响，主要通过影响肝药酶（记住这三个字）的活性而起作用
18,我在吃格列美脲的时候饮食要注意什么,5,0.02712049508554787,bge_m3:1150,凡默谷#239,239,1150,凡默谷,gongzhonghao,dense|sparse,7,22,。如格列美脲与阿托伐他汀同时使用时，会导致格列美脲的血药浓度显著上升，增加患者发生低血糖的风险〔13〕。氯吡格雷在体内主要由CYP2C9代谢，格列吡嗪和格列美脲可通过抑制CYP2C9活性而抑制吡格雷代谢，导致临床抗凝失败; 同时，氯吡格雷的代谢产物也可通过抑制CYP2C9活性进而抑制格列美脲的代谢，导致低血糖风险〔14〕。氟康唑、酮康唑或克拉霉素等是CYP2C9和CYP3A4的强抑制剂，磺脲类降糖药物与这些强抑制剂合用时存在潜在的药物相互作用。如氟康唑能使格列美脲在体内暴露量显著升高，半衰期显著延长〔15〕。临床研究显示用格列本脲或格列吡嗪合用克拉霉素时发生低血糖的风险明显增加〔16〕。因此，当磺脲类降糖药物与上述几种药物合用时，应注意监测血糖，以免发生低血糖而导致生命危险。3非磺脲类胰岛素促泌剂非磺脲类胰岛素促泌剂又称格列奈类降糖药，其降糖作用机制与磺脲类相似，但其还具有口服吸收快，起效迅速的优点。临床常用主要包括那格列奈、瑞格列奈和米格列奈等。那格列奈在体内主要通过CYP2C9代谢，少部分由CYP2D6和CYP3A4代谢〔17〕; 瑞格列奈主要由CYP3A4和CYP2C8参与代谢〔18〕。米格列奈主要在尿二磷酸葡萄糖醛酸苷转移酶(UGTs)的作用下代谢成葡萄糖醛酸结合物〔19〕。因此，当非磺脲类胰岛素促泌剂与其相应的酶抑制剂如酮康唑、伊曲康唑、环孢素或泰利霉素合用时，都可能发生药物相互作用〔20，21〕。研究显示，单次给药利福平对瑞格列奈药动学的影响较小; 但在连续多次给药后，利福平可通过诱导P450酶的表达显著改变瑞格列奈的药动学，进而降低降糖效应〔22〕
18,我在吃格列美脲的时候饮食要注意什么,6,0.02674825174825175,bge_m3:770,临床营养网#8,8,770,临床营养网,gongzhonghao,dense|sparse,28,5,本文转自公众号“药酱”。一位儿科药师妈妈，曾飘过日本，现就职于北京儿童医院。怀揣着人人都能降低药害事件风险的梦想，在这个小小公众号上应援你的用药困惑。本篇文章撰文 ✎ 晓琳，李文丽，编辑 ✎ 榛子，已授权《中国临床营养网》转载。作为一个天天奋斗在临床最前线的药师，最经常被问到的就是有关吃的问题：“睿智的、美丽的、专业的、可爱的、懂得特别特别多的药师（这是患者原话，绝无自夸成分，认真脸≡ω≡）我在吃某某某药，吃上有什么注意么？”等等，你确定你不需要关心一下药怎么吃么？？？你一定听说过：“食物相克理论”，饮食禁忌是中国民间禁忌最为猖獗的地方。这是一个伪概念，然而却是在生活中被口口相传的“真理”。其实在各种动物、人体实验中均没有观察到什么异常反应。当然，去年的315已经被打假了。我似乎听到了吃货们的欢呼声，但是，大葱和豆腐能不能一起吃，海鲜和水果的组合是否赛砒霜，不是我要说的啊！今天想聊聊的是：对于食物和药物这个组合，真的有不一样的火花？（额，这小词，是要谈恋爱还是怎样啊）因为有些食物和药物同时服用，能够通过影响药物浓度，对药物效果产生影响。一涉及到药，我们就应该谨慎一些了，我们考虑的东西就比纯粹两种安全的食物组合更要多很多。有高达93%的药品可受到食物不同程度的影响。失眠的人儿一般会在睡前服用安定类药物，可能会有这样的经历，如果晚饭时喝了酒，第二天起床之后可出现暂时性健忘症。嗯嗯，这就是酒精和安定类药物发生了作用。药物和食物在人体内走的是同“一条路”，因此，在服药期间，搭配合理的食物，可促进药物的吸收，增强其疗效，减少或避免不良反应的发生
18,我在吃格列美脲的时候饮食要注意什么,7,0.026500526500526502,bge_m3:2155,消化界#2,2,2155,消化界,gongzhonghao,dense|sparse,17,14,。在服用安定、利眠宁等镇静安眠药时，不宜同时饮酒，以免增加中枢抑制作用，发生过度抑制甚至猝死。02.食物到底对药物干了什么？（怒摔！快来围观！“负心汉”的大型翻车现场）进食本身就会影响部分口服用药的吸收。食物或营养素（内什么，服药期间千万别乱加保健品好么~）可直接与药物结合、吸附、或通过影响胃肠道内pH、胃排空等，影响药物的吸收。药物的本质是化学物质，用药时有必要根据药物的理化性质、吸收部位恰当选择食物。务必仔细阅读用药说明书【相互作用】一栏，合理安排进食时间和进食量，以期达到最佳药物吸收。如果你吃的是高脂肪食物：啥意思呢，简单的说，就是你在家做了三斤五花三层的红烧肉，隔壁小孩都馋哭了你也没分他一块，而是自己全吃了，这就是你进食高脂肪食物的过程），且如果今天你吃了灰黄霉素和其它脂溶性抗生素，你吃进肚子里的大量脂肪可促进这类脂溶性抗生素的吸收，也可降低某些其他药物的吸收(如铁剂)。如果你吃的是高蛋白食物：高蛋白饮食会让左旋多巴的吸收减少。高蛋白饮食可与药物竞争蛋白结合位点而导致左旋多巴、甲基多巴等药物吸收减少。如果你吃的是高糖食物：我懂得，高糖食物使人快乐，又有谁能抵挡住它们的诱惑呢，呵，来一块巧克力，来一杯热可可，来一块枣糕，来一个泡芙……糖皮质激素能增加肝糖原分解，使血糖升高，故应用糖皮质激素时，应限制糖的摄入量，以低糖饮食为好。以为经历了吸收环节，药物顺利进入血液的大江大河了么？哼哼，接下来，食物对药物代谢的影响，主要通过影响肝药酶（记住这三个字）的活性而起作用
18,我在吃格列美脲的时候饮食要注意什么,8,0.026171741361614778,bge_m3:3685,临床常用口服降糖药物的潜在代谢性药物相互作用研究进展_李炼#2,2,3685,临床常用口服降糖药物的潜在代谢性药物相互作用研究进展_李炼.pdf,pdf,dense|sparse,14,19,磺脲类降糖药物属于胰岛素促泌剂，是治疗 2型糖尿病重要降糖药物〔1〕 。 其可通过刺激胰岛 β细胞，增加体内的胰岛素分泌，从而发挥降糖作用。临床常用的主要由格列本脲、格列齐特、格列美脲和格列吡嗪等。 磺脲类药物在肝脏主要由 P450 酶代谢，其中，CYP2C9 和 CYP3A4 等是该类药物的主要代谢酶 〔11〕 。 他汀类药物也主要由 CYP2C9 和CYP3A4 代谢，其中，CYP2C9 是氟伐他汀和瑞舒伐他汀主要代谢酶; CYP3A4 是洛伐他汀、阿托伐他汀和辛伐他汀的主要代谢酶〔12〕 。 同时服用磺脲类药物和他汀类药物时，可能会因同时竞争 CYP2C9 和CYP3A4 谢酶，导致所合用药物代谢减慢，血药浓度上升，增加患者发生低血糖或横纹肌溶解的风险〔 〕 。 如格列美脲与阿托伐他汀同时使用时，会导致格列美脲的血药浓度显著上升，增加患者发生低血糖的风险 〔13〕 。 氯吡格雷在体内主要由 CYP2C9代谢，格列吡嗪和格列美脲可通过抑制 CYP2C9 活性而抑制吡格雷代谢，导致临床抗凝失败; 同时，氯吡格雷的代谢产物也可通过抑制 CYP2C9 活性进而抑制格列美脲的代谢，导致低血糖风险〔 〕 。 氟康唑、酮康唑或克拉霉素等是 CYP2C9 和 CYP3A4 的强抑制剂，磺脲类降糖药物与这些强抑制剂合用时存在潜在的药物相互作用。 如氟康唑能使格列美脲在体内暴露量显著升高，半衰期显著延长〔 〕 。 临床研究显示用格列本脲或格列吡嗪合用克拉霉素时发生低血糖的风险明显增加〔16〕 。 因此，当磺脲类降糖药物与上述几种药物合用时，应注意监测血糖，以免发生低血糖而导致生命危险。
18,我在吃格列美脲的时候饮食要注意什么,9,0.025625000000000002,bge_m3:762,临床营养网#0,0,762,临床营养网,gongzhonghao,dense|sparse,40,4,中国临床营养网（lcyycc）药物与食物相互作用有讲究，这份“秘籍”应收藏！本文转自公众号“药酱”。一位儿科药师妈妈，曾飘过日本，现就职于北京儿童医院。怀揣着人人都能降低药害事件风险的梦想，在这个小小公众号上应援你的用药困惑。本篇文章撰文 ✎ 晓琳，李文丽，编辑 ✎ 榛子，已授权《中国临床营养网》转载。作为一个天天奋斗在临床最前线的药师，最经常被问到的就是有关吃的问题：“睿智的、美丽的、专业的、可爱的、懂得特别特别多的药师（这是患者原话，绝无自夸成分，认真脸≡ω≡）我在吃某某某药，吃上有什么注意么？”等等，你确定你不需要关心一下药怎么吃么？？？你一定听说过：“食物相克理论”，饮食禁忌是中国民间禁忌最为猖獗的地方。这是一个伪概念，然而却是在生活中被口口相传的“真理”。其实在各种动物、人体实验中均没有观察到什么异常反应。当然，去年的315已经被打假了。我似乎听到了吃货们的欢呼声，但是，大葱和豆腐能不能一起吃，海鲜和水果的组合是否赛砒霜，不是我要说的啊！今天想聊聊的是：对于食物和药物这个组合，真的有不一样的火花？（额，这小词，是要谈恋爱还是怎样啊）因为有些食物和药物同时服用，能够通过影响药物浓度，对药物效果产生影响。一涉及到药，我们就应该谨慎一些了，我们考虑的东西就比纯粹两种安全的食物组合更要多很多。有高达93%的药品可受到食物不同程度的影响。失眠的人儿一般会在睡前服用安定类药物，可能会有这样的经历，如果晚饭时喝了酒，第二天起床之后可出现暂时性健忘症。嗯嗯，这就是酒精和安定类药物发生了作用
18,我在吃格列美脲的时候饮食要注意什么,10,0.025503573749187783,bge_m3:1618,千合共创#2,2,1618,千合共创,gongzhonghao,dense|sparse,16,21,。   · 安全提示：关键在于稳定，而非禁食。您不需要彻底不吃青菜，而是应保持每天维生素K的摄入量相对稳定。定期监测凝血指标（INR），并根据结果在医生指导下调整药量。避免饮食习惯的“大起大落”。三、 守住用药安全：实用“三查三问”法则要避开这些雷区，记住以下简单有效的步骤：三查：  1. 查说明书：拿到药后，仔细阅读【药物相互作用】和【禁忌】两项，这是最权威的信息来源。  2. 查用法：看清药品是饭前、饭后还是空腹服用，这通常与吸收和胃肠道刺激有关。  3. 查成分：对不确定的加工食品，留意其成分表，看是否含酒精、大量糖分或特定营养素。· 三问：  1. 问医生：开药时主动问：“医生，吃这个药在饮食上有什么需要特别注意的吗？”  2. 问药师：取药时咨询药师：“用这个药，有没有绝对不能一起吃的食物或保健品？”  3. 问自己：服药后留心身体反应：“吃完药后有没有出现不寻常的症状？”总结与提醒：· 忌口≠绝食：科学忌口是避免特定组合，而不是因噎废食导致营养不良。· 保健品非绝对安全：很多保健品（如鱼油、银杏叶、维生素）也会与药物相互作用，务必告知医生您正在服用的所有保健品。· 建立用药饮食日记：对于长期服药者，简单记录饮食和用药情况，有助于在出现异常时快速排查原因。    用药安全无小事，多一分了解，就多一分健康的保障。希望这份更详细的指南能帮助您和家人更好地管理健康！
18,我在吃格列美脲的时候饮食要注意什么,11,0.024585477415666093,bge_m3:2158,消化界#5,5,2158,消化界,gongzhonghao,dense|sparse,6,46,。上面这只是几个例子。您正在服用药物，与食物和饮料相结合可能会使效果减半，或者它可能过于有效并导致危险。我们建议您仔细阅读使用说明书一次，一些说明书上有提示说明。如果您对如何服药有疑问，请咨询医生或药剂师。 当当当当→_→→_→干货来啦！重点来啦！总结来啦！快来看啊！所以呢，凡碰到需要吃药的情况，最好还是多问一句医生：”服药期间有啥忌口、有啥要注意“，不同专科看病开药时，也得主动提醒医生，下面教给大家一个言简意赅和医生沟通的句式，超实用哦：「现在我因为XX疾病在吃XX药物，和现在开的药不会冲突吧」，这样更便于医生开出合适的、相互作用小的药物。 好啦，今天就到这里！发现没，民以食为天啊，和吃挂钩的都没有小事啊，所以：1. 吃饭（人是铁，饭是钢，一顿不吃饿得慌，而且吃好吃的还会提升幸福感哦）2. 吃药（吃药当然重要了，解决病痛嘛）3. 吃饭＋吃药（那就是今天的科普内容啦，全方位的讲了一下关于食物和药物的纷纷扰扰，我觉得可能用暧昧比较合适呢，哈哈，无非就是食物负了药物（药效降低，影响吸收），以及食物和药物你侬我侬（提高药效，促进吸收）……来源：药酱（公号ID：medi-baby）转自：遂谦的营养小屋关注消化，“肠”想“胃”来！
18,我在吃格列美脲的时候饮食要注意什么,12,0.02420289855072464,bge_m3:5887,氯沙坦与格列美脲在人肝微粒体中的药物相互作用_罗俊#0,0,5887,氯沙坦与格列美脲在人肝微粒体中的药物相互作用_罗俊.pdf,pdf,dense|sparse,32,15,"氯沙坦与格列美脲在人肝微粒体中的药物相互作用
［摘要］ 目的研究氯沙坦与格列美脲在人肝微粒体中的药物相互作用方法 200 L 人肝微粒体孵育体系中加入氯沙坦与格列美脲各 1～1 0 m o l · L-1 ，于37℃水浴中孵育30min，终止反应后的样品经处理 ，应用 UPLC－MS／MS法同时检测氯沙坦和格列美脲代谢产物的生成量 ，采用Dixon作图并计算格列美脲抑制氯沙坦的 K i 值以考察格列美脲和氯沙坦的相互抑制作用结果 ：在 1～1 0 m o l · L －1的浓度范围内 ，格列美脲对氯沙坦表现出明显的抑制作用 ，相应的 i值为 ( 0.4 0 7 7 ± 0.0 8 6 2 ) m o l · L-1 ；氯沙坦仅在格列美脲浓度为 1 m o l · L －1时表现出抑制作用。 结论 ：在人肝微粒体孵育体系中 ，格列美脲对氯沙坦的抑制作用强于氯沙坦对格列美脲的抑制作用氯沙坦和格列美脲在人体内的相互作用有待进一步的人体药代动力学研究 。
糖尿病的发生和原发性高血压有一定的关联性［1－2］ ，其相应的用药也常需两种或两种以上 ， 其中不乏对其他药物的药代动力学和药效学有影响的药物［3－6］ 。
氯沙坦和格列美脲在人体内均需经过 CYP2C9代谢。 同为 CYP2C9的底物，二者联合应用时可竞争同一代谢酶而发生相互作用。 体外研究表明， 在人重组微粒体孵育体系中， 基因多态性可显著影响氯沙坦与格列美脲的相互作用［11］ 从体外研究药物代谢角度 ， 肝微粒体和重组细胞色素P450酶系是优选的试验系统 ，所测药物代谢酶的酶动力学较独立，与其他代谢过程和细胞摄取不相混淆［12］ 与重组酶微粒体孵育体系相比 ，肝微粒体孵育体系含有完整CYP450酶系，更好更完整地反映了CYP450介导的药物体外相互作用。 除CYP2C9外，CYP450其他酶系亦有参与氯沙坦和格列美脲的代谢［13－14］ 本研究旨在通过体外人肝微粒体孵育体系模拟氯沙坦与格列美脲的相互作用模式 ， 为临床上二者的联合应用提供理论依据。"
18,我在吃格列美脲的时候饮食要注意什么,13,0.023237179487179488,bge_m3:1941,新疆人民医院订阅号#0,0,1941,新疆人民医院订阅号,gongzhonghao,dense|sparse,18,36,吃药的时候是否要注意饮食禁忌？有些食物与药物同时服用，不仅影响药物的疗效，说不定还会产生毒素。这里列举一些常见的食物与药物的相互作用：1、华法林 华法林属于香豆素类抗凝剂，在体内对抗维生素K，可以抑制维生素K参与的凝血因子比如II、VII、IX、X在肝脏的合成，起到抗凝作用。而大量吃素菜，例如花菜，这种菜所富含的维生素K有促进凝血因子生成的作用，从而降低抗凝血剂的药效。2、饮用葡萄柚汁可以明显抑制肝脏和肠壁CYP450 3A4的成分，从而增加非洛地平（Felodipine）、尼莫地平（Nimodipine）等抗高血压药的不良反应，造成低血压。3、服用钙制剂的同时不要吃菠菜，因为菠菜中含有草酸钙成分，不但会使钙离子沉淀不被吸收，而且会产生结石。4、四环素类药物与豆制品、奶制品中的钙离子发生反应，使药物不被吸收5、降压药：不要与富含加压胺的食物同服。6、双醋苯啶:不要与牛奶或碱性食物同服，它们可使胃肠内pH值升高，导致药片的包膜被分解。 7、强心甙：不要与牛奶、奶制品或含大量钙质的食物同服，它们可减弱药物的作用，引起心律失常。8、青霉素：不要与酸性果汁或饮品同服，这些饮料可增加青霉素的分解。9、奎尼丁：不要与抗酸剂或碱性食物同服，碱性作用可妨碍奎尼丁的排泄。10、甲状腺素：不要与球芽甘蓝、卷心菜、胡萝卜、菜花、羽衣甘蓝、桃、梨、菠菜、白萝卜同服，否则可抑制甲状腺素的活性。(正常情况下，普通饮食中含有足够的碘以抵消这种作用。此外，烹调通常会破坏导致甲状腺素的酶。)11、左旋多巴：不要与鳄梨、大豆、牛肝、脱脂奶、燕麦、猪肉、金枪鱼、山药、酵母、麦菌同服，它们可抑制左旋多巴的药效
18,我在吃格列美脲的时候饮食要注意什么,14,0.021338724168912845,bge_m3:2915,议药社#12,12,2915,议药社,gongzhonghao,dense|sparse,46,24,。（2）他汀类+贝特类他汀类可有效降低低密度脂蛋白水平，而贝特类可降低甘油三酯的水平，提高高密度脂蛋白水平，两者联用常治疗混合型血脂异常。其中氟伐他汀是CYP2C9的底物，非诺贝特是抑制剂，两药联用会引起不良反应的叠加。 （3）他汀+磺酰脲类格列美脲是CYP2C9的代谢底物，氟伐他汀是CYP2C9酶抑制剂。有试验表明[4]，两者合用格列美脲对氟伐他汀的药动学并无影响。但氟伐他汀影响了格列美脲的药动学。T1/2显著延长，表明了格列美脲代谢受到抑制。氟伐他汀对格列美脲的抑制能力较弱，格列美脲的AUC0→24最大增加了35%，经生物等效性检验，药动学参数改变在生物等效规定范围内，故推测氟伐他汀对格列美脲的疗效没有影响。建议肝肾功能不良患者长期合并用药的同时，注意血糖的监测。2CYP2C9底物与DPP-4抑制剂DPP-4抑制剂不属于CYP系统的阻滞剂或诱导剂，与作为CYP2C9底物的磺脲类降糖药合用时，为减少低血糖发生的风险，可考虑调整DPP-4抑制剂的剂量。CYP2C8酶代谢性药物相互作用CYP2C8和CYP3A4酶是非磺酰脲类胰岛素促泌剂瑞格列奈体外代谢过程的主要参与者。该酶功能的抑制、诱导均可导致瑞格列奈药动学和药效学的改变。与肝酶抑制剂的合用会延缓瑞格列奈的清除增强疗效；反之，则会加速其代谢缩短疗效。研究表明，吉非贝齐与瑞格列奈合用可使后者的AUC显著增加8.1倍，半衰期从1.3H延长至3.7h[5]。临床上应避免联合使用，如必需应减少瑞格列奈的用量
18,我在吃格列美脲的时候饮食要注意什么,15,0.02020408163265306,bge_m3:2843,葡萄牙金海国际#1,1,2843,葡萄牙金海国际,gongzhonghao,dense|sparse,38,40,"。科学家们正在研究如何利用饮食来增强某些疗法的效果。例如，研究表明，低糖饮食可以提高癌症治疗的效果，因为血糖升高会干扰某些药物的疗效。即便如此，了解食物和药物之间的相互作用仍是一个新兴领域，而且许多此类影响复杂且难以预测。人体新陈代谢是一个精密的机制，不同物质之间的反应可能难以预料。因此，医生必须告知患者在治疗期间哪些食物可以吃，哪些食物不能吃。在某些情况下，服药前后避免食用某些食物就足以确保治疗有效。很多时候，解决方法很简单：空腹或餐后服用药物，但不要食用可能干扰药物吸收或代谢的食物。葡萄牙金海国际投资有限公司的联系电话：965654888邮件联系方式：1683402443@qq.com《葡中商报》投稿、新闻线索、合作、活动、广告：jinhaipt@gmail.com地址：Praça dos Restauradores,n.º47, 1.ºAndar,1250-188,Lisboa"
18,我在吃格列美脲的时候饮食要注意什么,16,0.01956853760977472,bge_m3:2154,消化界#1,1,2154,消化界,gongzhonghao,dense|sparse,48,37,。反之，如果食物搭配不当，则会降低疗效，甚至产生毒副作用（和大家多么的息息相关，快拿个小本本，知道了这些知识，你就会是朋友圈里最靓的仔，看好你哦。）01.食物与药物的纷纷扰扰药物的作用效果会因食物摄入发生两个方面的变化。其一，有时，某些摄入饮料或特定食物使药物的功效（主效应）减弱，可能会导致疾病恶化。比如，房颤，很多情况下要抗凝，很多人使用的抗凝药物是华法林，而华法林要安全地发挥其效用，需要一个指标叫做INR在一个区间内：太高容易出血，太低又起不到抗凝的作用。有些食物如果进食不当，就会影响INR的水平，导致其较大幅度地波动，富含维生素K的食物如动物肝脏、菠菜、芫荽叶（懵不懵？芫荽叶是个什么植物呢？木有关系，贴心如我，给你PO了暖图）→_→配图见，对华法林有直接的拮抗作用而影响其抗凝效果。其二，有时，药物的主要作用没有变化，但食物可能对药物的副作用产生很大影响，出现意外的副作用或者增强副作用本身。举个例子，喝车不开酒，开酒不喝车，这是大家的共识，吃抗生素的时候也不能喝酒，这个现在相信大家也都有很强的意识了。用药后若饮酒，会抑制肝脏中的乙醛脱氢酶，使乙醇在体内氧化为乙醛后不能再继续被分解氧化，从而导致乙醛在体内大量蓄积……可产生“乙醛蓄积综合征”，表现为恶心、呕吐、剧烈头痛、颜面赤红（这里友情插一句啊，下次劝酒不要再说喝酒脸红的人能喝，人家是已经中毒了好吗？😂），呼吸困难，低血压等。在服用安定、利眠宁等镇静安眠药时，不宜同时饮酒，以免增加中枢抑制作用，发生过度抑制甚至猝死。02.食物到底对药物干了什么？（怒摔！快来围观！“负心汉”的大型翻车现场）进食本身就会影响部分口服用药的吸收
18,我在吃格列美脲的时候饮食要注意什么,17,0.01951637471439452,bge_m3:763,临床营养网#1,1,763,临床营养网,gongzhonghao,dense|sparse,41,44,。有高达93%的药品可受到食物不同程度的影响。失眠的人儿一般会在睡前服用安定类药物，可能会有这样的经历，如果晚饭时喝了酒，第二天起床之后可出现暂时性健忘症。嗯嗯，这就是酒精和安定类药物发生了作用。药物和食物在人体内走的是同“一条路”，因此，在服药期间，搭配合理的食物，可促进药物的吸收，增强其疗效，减少或避免不良反应的发生。反之，如果食物搭配不当，则会降低疗效，甚至产生毒副作用（和大家多么的息息相关，快拿个小本本，知道了这些知识，你就会是朋友圈里最靓的仔，看好你哦。） 食物与药物的纷纷扰扰两个方面。药物的作用效果会因食物摄入发生变化。其一，有时，某些摄入饮料或特定食物使药物的功效（主效应）减弱，可能会导致疾病恶化。比如，房颤很多情况下要抗凝，很多人使用的抗凝药物是华法林，而华法林要安全地发挥其效用，需要一个指标叫做INR在一个区间内，太高容易出血，太低又起不到抗凝的作用。然而，有很食物如果进食不当，就会影响INR的水平，导致其较大幅度地波动，富含维生素K的食物如动物肝脏、菠菜、芫荽叶（懵不懵？芫荽叶是个什么植物呢？木有关系，你一看图就明白了呢，超级常见），对华法林有直接的拮抗作用而影响其抗凝效果。其二，有时，药物的主要作用没有变化，但食物可能对副作用有很大影响，出现意外的副作用或者副作用本身增强。举个例子，喝车不开酒，开酒不喝车＠(￣-￣)＠，这是大家的共识，吃抗生素的时候也不能喝酒，这个现在相信大家也都有很强的意识了（至少药酱的粉丝我有信心）
18,我在吃格列美脲的时候饮食要注意什么,18,0.016129032258064516,bge_m3:2415,粤营养越健康#4,4,2415,粤营养越健康,gongzhonghao,dense,2,,"。■ 乙醇能抑制糖异生作用，尤其空腹饮用时，可使胰岛素或口服降糖药格列本脲引发的低血糖发作持续的时间更长。#肠内营养制剂对药物的影响#      对无法进食需要管饲肠内营养剂的患者，用药时注意其相互影响，否则容易出现堵管、营养剂分层。■ 能够形成颗粒和胶冻状的药物：环丙沙星混悬液、氯丙嗪浓缩剂、硫酸亚铁剂、愈创甘油醚、甲氧氯普胺；■ 把酸性药物糖浆添加到肠内营养剂中会发生乳剂破坏，最好分开使用；■ 苯妥英会影响肠内营养剂的完整性，建议用此药前后停止管饲2小时；#服药时的饮食注意事项#1. 服用药物时应以白开水送服,避免使用果汁、咖啡、奶制品及茶水等液体服药，特别是在服药期间应忌服含酒精的饮料；2. 对于食物可显著减少其吸收的药物，应于餐前1h或餐后3h服用,如药物对胃肠道有刺激，应选用肠溶制剂；3. 对于食物可增加其吸收的药物，应在餐后服用；4. 服用抗高血压药、利尿药时应注意低盐饮食；（见链接）5. 长期服用强心苷类药物或排钾利尿药时，应增加含钾食物的摄取；（见链接）6. 服用抗糖尿病药时,应避免高糖饮食；7. 服用调节血脂药时,应避免过多摄入饱和脂肪酸、动物脂肪"
